sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Federico Spinola,male,nobiles,,,Lucia,,female,24,Giacomo Celle,male,mercanti,calzolarius,,143,,,,1432,1432,"Branca Bagnara, filza 18, nr. 20"
Filippo Bozzolo,male,mercantes,,,Antonia,Russian,female,32,Ferrando de Visnaga,male,foreign,,Biscay,150,,,,1457,1457-09-20,"Tommaso Duracino, filza 3, series I, nr. 264"
Filippo de Fornari,male,mercantes,,,Caterina,Russian,female,12,Niccolò di Giacomo,male,foreign,,Pisa,110,,,,1435,1435,"Branca Bagnara, filza 18, nr. 53"
Filippo de Marini,male,nobiles,,,Lucia,Circassian,female,22,Benedetto Doria prelate of San Lorenzo,male,religious,,,192.5,,,192 l. 10 s.,1461,1461-09-10,"Andrea de Cairo, filza 17, nr. 198"
Filippo de Sarzana,male,mercantes,,,Melica,Bulgarian,female,26,Vincenzo da Viterbo,male,artefici,corrigiaus,,,,,,1448,1448-10-08,"Antonio Fazio, filza 13, series I, nr. 204"
Filippo Grosso de Sexto,male,mercantes,,,Robindo,Mingrelian,male,28,Galerano Adret de Folceto,male,foreign,mercator,Catalonia,,50,,50 dc.,1466,1466,"Tommaso Duracino, filza 9, nr. 111"
Filippo Marchesano,male,mercantes,,,Margherita,Tartaran,female,22,Giannina Macia,female,mercanti,,,75,,,,1406,1406,"Giovanni de Allegro, register 2, 1400–1407, fol. 210r"
Filippo Spinola,male,nobiles,,,Giorgio,Russian,male,18,Domenico de Pane,male,foreign,,Nice,90,,,,1443,1443,"Antonio Fazio, filza 8, series I, nr. 15"
Francesca de Columnis,female,nobiles,,,Agnese,Tartaran,female,25,Vincenzo Lomellini,male,nobili,,,120,,,,1416,1416-08-14,"Giuliano Canella, register 5, 1415–1417, fol. 185r"
Franceschetta Maruffo,female,mercantes,,,Maria,Turkish,female,22,Stefano Spada,male,artefici,,,240,,,,1488,1488,"Lorenzo Costa, filza 13, nr. 114"
Franceschetto Lomellini,male,nobiles,,,Margherita,Bosnian,female,20,Michele Bernisono,male,nobili,,,220,,,,1488,1488,"Nicolò Raggi, filza 18, nr. 464"
Francesco,male,,,,,,,,Bonagiunta,male,,,,60,,,,1433,1433,"Antonio Fazio, filza 21, nr. 316"
Francesco de Caito,male,artefices,,,Melica,Bulgarian,female,18,Bartolomeo Priore,male,mercanti,,Nice,120,,,,1423,1423,"Bartolomeo Gatto, register 11, 1412–1427, fol. 216r"
Francesco de Caito,male,artefices,,,,Moorish,,17,Littardo da Nizza,male,foreign,,Nice,105,,,,1431,1431-05-26,"Giovanni Valdettaro, filza 1, series I, nr. 55 *"
Francesco Cattaneo,male,nobiles,,,Maddalena,Tartaran,female,35,Stefano de Clavaro,male,artefici,lanerius,,150,,,,1471,1471,"Tommaso Duracino, filza 14, series II, nr. 411 (formerly nr. 318)"
Francesco Cibo,male,nobiles,,,Anna,,female,14,Pietro de Mari,male,nobili,,,200,,,,1498,1498-03-26,"Nicolò Raggi, filza 25, nr. 169"
Francesco Curlo,male,nobiles,,,Lucia,Tartaran,female,11,Tobia de Columnis,male,nobili,,,85,,,,1420,1420,"Giuliano Canella, register 6, 1418–1421, fol. 216r"
Francesco de Cabella,male,nobiles,,,Andrea,Circassian,male,22,Oberto Marenco,male,mercanti,,,80,,,,1406,1406,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 200v"
Francesco de Dallo,male,artefices,,,Cita,Russian,female,25,Matteo di ser Antonio,male,foreign,mercator,Florence,142,,,,1446,1446-01-25,"Andrea de Cairo, filza 3, series I, nr. 22"
Francesco de Gradi,male,mercantes,,,Lucia,Moorish,female,25,Gaspare de Bavia,male,,,,85,,,,1486,1486,"Martino Brignole, filza 3, nr. 21"
Francesco de Itro,male,nobiles,,,Margherita,Bosnian,female,18,Matteo de Porta,male,artefici,,,260,,,,1488,1488,"Tommaso Duracino, filza 27, series I, nr. 192"
Francesco de Monte,male,artefices,doctor artium et medicine,,Elena,Albanian,female,25,Girolamo Salvagi,male,nobili,,,202.5,,,202 l. 10 s.,1470,1470,"Lorenzo Costa, filza 4, nr. 410"
Francesco de Oliva,male,mercantes,,,Maddalena,Moorish,female,24,Raffaele di Negro,male,nobili,,,150,,,,1481,1481-12-01,"Tommaso Duracino, filza 23, series II, nr. 454 *"
Francesco de Pelio,male,artefices,,Pegli,Marta,Moorish,female,30,Francesco Lomellini,male,nobili,,,,,,,1498,1498,"Antonio Pastorino, filza 13, nr. 429"
Francesco de Recho,male,artefices,bambaxarius,Recco,Margherita,Russian,female,25,Dalmatio de Arra,male,foreign,mercator,Tarragona,210,,,,1469,1469,"Giacomo Rondanina, filza 5, series I, nr. 322"
Francesco de Recho,male,artefices,bambaxarius,Recco,Margherita,Russian,female,25,Raffaele de Recho,male,artefici,,Recco,200,,,,1469,1469,"Giacomo Rondanina, filza 5, series I, nr. 219"
Francesco de Rutiliario,male,nobiles,,,Maria,Moorish,female,18,Bartolomeo Grimaldi,male,nobili,,,160,,,,1481,1481-06-12,"Tommaso Duracino, filza 23, series II, nr. 249 *"
Francesco de Turrilia,male,mercantes,,Torriglia,Maria,Circassian,female,28,Francesco Froglio,male,foreign,,Trapani,100,,,,1415,1415,"Giuliano Canella, register 4, 1414–1415, fol. 262r"
Francesco Fatinante,male,mercantes,,,Elena,Abkhazan,female,28,Guglielmo Mir,male,foreign,,Barcelona,100,,,,1426,1426,"Antonio Fazio, filza 21, nr. 48"
Francesco Fieschi,male,nobiles,,,,Circassian,female,24,Napoleone de Franchi,male,mercanti,,,90,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 366r"
Francesco Fieschi,male,nobiles,,,Maddalena,Crimean,female,23,Luca Spinola,male,nobili,,,100,,,,1416,1416-06-19,"Giuliano Canella, register 5, 1415–1417, fol. 156r *"
Francesco Fieschi,male,nobiles,,,Maddalena,Circassian,female,23,Luca Spinola,male,nobili,,,100,,,,1416,1416,"Giuliano Canella, register 5, 1415–1417, fol. 156r *"
Francesco Frascari,male,artefices,barberius,,Caterina,,female,32,Giorgio Carpenino,male,nobili,,,,64,,64 dc.,1472,1472,"Giovanni Danove, filza 2, series II, nr. 348"
Francesco Giustiniani,male,mercantes,,,Maddalena,Bosnian,female,17,Luca Giustiniani,male,mercanti,,,125,,,,1479,1479-10-29,"Tommaso Duracino, filza 22, nr. 605 (formerly nr. 405)"
Francesco Grimaldi,male,nobiles,,,Giorgino,Circassian,male,23,Giovanni Gironense,male,mercanti,,Mallorca,98,,,,1460,1460-06-27,"Tommaso Duracino, filza 5, nr. 316 (formerly nr. 96)"
Francesco Lomellini,male,nobiles,,,Margherita,Mingrelian,female,20,Isolda de Marini,female,nobili,,,275,,,,1482,1482,"Giovanni Danove, filza 3, series I, nr. 248"
Francesco Lomellini,male,nobiles,,,Marricia,Circassian,female,25,Tobia Lazario,male,mercanti,,,190,,,,1465,1465-07-04,"Tommaso Duracino, filza 8, nr. 352"
Francesco Lomellini,male,nobiles,,,Valentino,Turkish,male,19,Goffredo Cattaneo,male,nobili,,,,55,,55 dc.,1487,1487,"Antonio Pastorino, filza 2, nr. 545"
Francesco Luxardo,male,mercantes,,,Caterina,Circassian,female,35,Francesco Ingiberti,male,,,,157.5,,,157 l. 10 s.,1483,1483,"Tommaso Duracino, filza 24, series II, nr. 152"
Francesco Maruffo,male,mercantes,,,Jacobino,Russian,male,24,Simone Calvi,male,nobili,,,100,,,,1449,1449,"Antonio Fazio, filza 13, series II, nr. 330"
Francesco Navono,male,artefices,,,Elena,Bosnian,female,20,Pellegro de Salvo,male,artefici,scaterius,,270,,,,1492,1492,"Antonio Pastorino, filza 6, nr. 572"
Francesco Parentucelli,male,foreign,,Sarzana,Giorgino,Moorish,male,16,Bartolomeo Crivellis,male,foreign,,Milano,,18,,18 dc.,1486,1486-11-15,"Nicolò Raggi, filza 16, nr. 811 *"
Francesco Sauli,male,nobiles,draperius,,Fatema,Turkish,female,30,Cristoforo Centurione,male,nobili,,,240,,,,1485,1485-09-12,"Tommaso Duracino, filza 25, series II, nr. 272"
Francesco Sauli,male,nobiles,,,Margherita,Bosnian,female,12,Giovanni Cattaneo,male,nobili,,,195,,,,1484,1484,"Giovanni Danove, filza 3, series I, nr. 269"
Francesco Scoxeria,male,nobiles,,,Margherita,Russian,female,25,Cristoforo Panigarola,male,nobili,,,180,,,,1465,1465-06-21,"Tommaso Duracino, filza 8, nr. 327"
Francesco Spinola,male,nobiles,,,Margherita,Moorish,female,11,Paolo Lomellini,male,nobili,,,63,,,,1492,1492,"Nicolò Raggi, filza 21, nr. 533"
Francesco Spinola,male,nobiles,,,Lucia,Moorish,female,8,Agostino Cattaneo,male,nobili,,,70,,,,1492,1492,"Antonio Pastorino, filza 6, nr. 173"
Francesco Vaserio,male,mercantes,,,Ioham,Moorish,male,24,Bernardo Torres,male,foreign,,Ibiza,,37,,37 dc.,1477,1477-08-10,"Tommaso Duracino, filza 20, nr. 439 *"
Gabriele Aliprando,male,artefices,mersarius,,Lucia,Russian,female,15,Bartolomeo Priore,male,foreign,,Nice,107,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 241"
Gabriele de Buzalla,male,mercantes,,,Giorgino,Circassian,male,8,Niccolò Oliverio,male,foreign,,Mallorca,110,,,,1427,1427,"Branca Bagnara, filza 1, series I, nr. 122"
Gabriele de Otone,male,artefices,scaterius,,Caterina,Canaries,female,16,Spinetta de Pastino,female,nobili,,,170,,,,1496,1496,"Antonio Pastorino, filza 11, nr. 138"
Gabriele Doria,male,nobiles,,,,,female,,Battista Ricerchne,male,artefici,,,140,,,,1450,1450-05-21,"Giovanni Vernazza, filza 1, nr. 132"
Gabriele Pinelli,male,nobiles,,,Marta,,female,24,Lanfranco Macia,male,artefici,,Ventimiglia,146,,,,1452,1452-02-04,"Bartolomeo Risso, filza 2, series II, nr. 3"
Gaetano de Oliva,male,mercantes,,,Lucia,Turkish,female,32,Bernardo de Ceva,male,artefici,scaterius,Ceva,,,,,1497,1497,"Francesco Camogli, filza 8, nr. 73"
Galeazzo de Levanto,male,mercantes,,,Giorgino,Circassian,male,22,Battista Cattaneo q. Alberto,male,nobili,,,100,,,,1456,1456-01-09,"Tommaso Duracino, filza 2, series II, nr. 11"
Galeazzo de Petrabissara,male,foreign,,Catalonia,Maria,Russian,female,20,Pietro da Siena,male,foreign,,Siena,100,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 100r"
Galeotto de Ferrari,male,artefices,,,Maria,Moorish,female,24,Antoniotto de Clavaro,male,artefici,,Chiavari,160,,,,1475,1475,"Tommaso Duracino, filza 18, nr. 83"
Galvano de Palodio,male,artefices,,Rappalo,Martino,Tartaran,male,25,Colla Guglielmone,male,foreign,,Trapani,70,,,,1410,1410,"Giovanni de Allegro, register 3, 1408–1428, fol. 144v"
Galvano de Palodio,male,artefices,,Rappalo,Cristiano,Tartaran,male,25,Colla Guglielmone,male,foreign,,Trapani,70,,,,1410,1410,"Giovanni de Allegro, register 3, 1408–1428, fol. 144v"
Gandisalo de Sernantes,male,foreign,,Seville,Marina,Moorish,female,27,Giovanni Ferrando,male,foreign,,de Ermendua,110,,,,1459,1459-04-02,"Tommaso Duracino, filza 4, nr. 135 *"
Gaspare Bochino,male,mercantes,,,Anastasia,Russian,female,24,Giovanni Focoberto,male,foreign,mercator,Mallorca,160,,,,1463,1463-02-26,"Tommaso Duracino, filza 7, series I, nr. 43"
Gaspare Botto,male,artefices,,,Caterina,Bosnian,female,27,Bartolomeo Lercari,male,nobili,,,190,,,,1492,1492,"Nicolò Raggi, filza 21, nr. 603"
Gaspare Cassana,male,mercantes,,,Maria,Russian,female,20,Giovanni de Opertis,male,,,,135,,,,1438,1438,"Branca Bagnara, filza 18, nr. 77"
Gaspare de Groleriis,male,,,,Francesca,Moorish,female,25,Dorino Grimaldi,male,nobili,,,203,,,,1498,1498,"Antonio Pastorino, filza 13, nr. 456"
Gaspare de Promontorio,male,mercantes,,,,,female,28,Niccolò de Sessarego,male,artefici,scaterius,Sessarego,220,,,,1486,1486,"Martino Brignole, filza 3, nr. 554"
Gaspare de Promontorio,male,mercantes,,,,,male,,Niccolò de Sessarego,male,artefici,scaterius,Sessarego,220,,,,1486,1486,"Martino Brignole, filza 3, nr. 554"
Gaspare di Negro q. Melchiore,male,nobiles,,,Caterina,Circassian,female,23,Giacomo Bico,male,,,,150,,,,1454,1454-09-12,"Tommaso Duracino, filza 1, series II, nr. 178"
Gaspare di Negro q. Melchiore,male,nobiles,,,Benedetta,African,female,22,Marco Gazzano,male,mercanti,shoemaker,,110,,,,1454,1454-11-14,"Tommaso Duracino, filza 1, series II, nr. 220"
Gaspare Doria,male,nobiles,,,Margherita,Abkhazan,female,18,,,,,Mallorca,,,,,1443,1443,"Antonio Fazio, filza 8, series I, nr. 225"
Gaspare Lercari,male,nobiles,,,Margherita,Russian,female,25,Cristoforo Panigarola,male,foreign,mercator,Milano,150,,,,1452,1452-06-01,"Bartolomeo Risso, filza 6, nr. 158"
Gaspare Negrone,male,nobiles,,,Margherita,Moorish,female,11,Carlo Lomellini,male,nobili,,,80,,,,1469,1469,"Giovanni Danove, filza 2, series I, nr. 580"
Gaspare Ricci,male,artefices,,,Margherita,Tartaran,female,33,Lucano de Marini,male,nobili,,,140,,,,1463,1463,"Antonio Fazio, filza 20, series II, nr. 386"
Giacobinetta Garbarino,female,mercantes,,,Melica,Bosnian,female,18,Galeazzo Pasqua,male,artefici,,,285,,,,1490,1490-12-16,"Tommaso Duracino, filza 28, series I, nr. 261"
Giacomo,male,foreign,,Milano,Caterina,Circassian,female,14,Benedetto Spinola,male,nobili,,,231,,,,1485,1485,"Nicolò Raggi, filza 15, nr. 407"
Giacomo Alessio,male,artefices,magister cintorum,,Anastasia,Russian,female,26,Urbano di Simone,male,artefici,,Finale,,,,,1443,1443,"Antonio Fazio, filza 8, series I, nr. 49"
Giacomo Bon,male,artefices,,,,Circassian,female,20,Barnaba Fieschi,male,nobili,,,215,,,,1462,1462,"Giovanni Danove, filza 1, series II, nr. 96"
Giacomo Carlona,male,,,,Margherita,Circassian,female,16,Giorgio Lomellini,male,nobili,,,105,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 550r *"
Giacomo Centurione,male,nobiles,,,Maria,Bosnian,female,14,Agostino Centurione,male,nobili,,,200,,,,1486,1486,"Nicolò Raggi, filza 16, nr. 998"
Giacomo Cicero,male,mercantes,,,,Moorish,,,Francesco Diez q. Dego,male,foreign,,Jerez,120,,,120 paghe of San Giorgio,1453,1453-05-29,"Tommaso Duracino, filza 1, series I, nr. 60 *"
Giacomo Cravensano,male,mercantes,,,Maddalena,Mingrelian,female,20,Filippo Iavrone,male,,,,160,,,,1456,1456,"Oberto Foglietta, filza 4, series II, nr. 118"
Giacomo de Bargalio,male,artefices,,Bargagli,Marta,Russian,female,16,Benedetto Leonardis,male,mercanti,,,140,,,,1457,1457-08-08,"Tommaso Duracino, filza 3, series I, nr. 230"
Giacomo de Fornari,male,mercantes,,,Caterina,Abkhazan,female,18,Battista de Mari,male,nobili,,,,,,,1447,1447-01-10,"Antonio Fazio, filza 13, series I, nr. 11 *"
Giacomo de Fornari,male,mercantes,,,Valentino,Tartaran,male,20,Battista de Mari,male,nobili,,,,,,,1447,1447-01-10,"Antonio Fazio, filza 13, series I, nr. 11 *"
Giacomo de Franchi,male,mercantes,,,Margherita,Circassian,female,20,Martino Reubaldo,male,mercanti,,,100,,,,1415,1415,"Giuliano Canella, register 4, 1414–1415, fol. 260r"
Giacomo de Lagnelo,male,foreign,mercator commorans Ianue,Pisa,,Circassian,female,15,Giovanni Manobianca,male,foreign,,Catania,114,,,,1418,1418,"Giuliano Canella, register 6, 1418–1421, fol. 90v"
Giacomo de Leone,male,mercantes,,,Lucia,Abkhazan,female,9,Bartolomeo de Sancto Miniato,male,artefici,scaterius,,100,,,,1429,1429,"Antonio Fazio, filza 2, series II, nr. 71"
Giacomo de Plebe,male,artefices,,,Giorgio,Moorish,male,16,Niccolò Carmendino,male,mercanti,,,70,,,,1495,1495,"Nicolò Raggi, filza 22, nr. 396"
Giacomo de Podio,male,artefices,,,Marta,Russian,female,10,Antonio de Serravalle,male,artefici,quarelerius,,80,,,,1437,1437-02-06,"Antonio Fazio, filza 5, series I, nr. 5"
Giacomo de Podio,male,artefices,calzolarius,,Caterina,Russian,female,15,Babilano Ceba,male,nobili,,,,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 193"
Giacomo de Prato,male,foreign,,Prato,Maria,Russian,female,26,Pietro Gavilla,male,foreign,,Majorca,110,,,,1428,1428,"Giovanni de Allegro, register 3, 1408–1428, fol. 301r"
Giacomo de Rocha,male,artefices,,,Giorgino,Tartaran,male,15,Andrea de Benigassio,male,artefici,doctor in utroque,,,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 29"
Giacomo de Serravalle,male,mercantes,quarelarius,Serravalle,Lucia,Abkhazan,female,20,Girolamo Perrata,male,artefici,faber,,200,,,,1466,1466,"Tommaso Duracino, filza 9, nr. 511"
Giacomo de Vasoribus,male,nobiles,,,Maria,Russian,female,24,Raffaele de Andoria,male,artefici,scaterius,Andora,170,,,,1456,1456,"Antonio Fazio, filza 17, series I, nr. 35"
Giacomo Ferrari,male,artefices,speciarius,,Cristoforo,Moorish,male,22,Giorgio Murchio,male,,,,75,,,,1492,1492-02-07,"Luca Torre, filza 2, item dated 1492-02-07"
Giacomo Ferrerio,male,foreign,,Catalonia,Maddalena,Russian,female,13,Guarnardo Cessaburges,male,foreign,,Valencia,87.5,,,87 l. 10s.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 95v"
Giacomo Fransono,male,nobiles,,,Maddalena,Russian,female,25,Simone Caldera,male,artefici,faber,,160,,,,1448,1448-05-13,"Antonio Fazio, filza 13, series I, nr. 142"
Giacomo Giustiniani,male,mercantes,,,Cristana,Tartaran,female,26,Agostino Gropallo,male,mercanti,,,110,,,,1414,1414-05-19,"Giuliano Canella, register 4, 1414–1415, fol. 148r"
Giacomo Ioham de Mais,male,foreign,,Mallorca,Niccolò,Moorish,male,20,Damiano Assereto,male,nobili,,,,25,,25 dc.,1497,1497,"Antonio Pastorino, filza 12, nr. 209"
Giacomo Lomellini,male,nobiles,,,Cristiana,Circassian,female,28,Giannone Cibo,male,nobili,,,105,,,,1417,1417-03-20,"Giuliano Canella, register 5, 1415–1417, fol. 311r–v"
Giacomo Mainero,male,mercantes,,,Lucia,Bosnian,female,17,Bernardo Cazella,male,artefici,lanerius,,250,,,,1492,1492,"Giacomo Sclavina, filza 1, nr. 911"
Giacomo Maldato,male,foreign,,Milano,Marco,Tartaran,male,25,Golcerano Adret de Falceto,male,foreign,,Catalonia,200,,,,1466,1466-11-13,"Tommaso Duracino, filza 9, nr. 561 *"
Giacomo Marichone,male,mercantes,,,Maddalena,,female,,Cesare Cattaneo,male,nobili,,,220,,,,1490,1490-06-09,"Girolamo Loggia, filza 3, series II, nr. 324"
Giacomo Maruffo,male,mercantes,,,Maria,Tartaran,female,25,Pasquale de Soldis de Belmeo,male,foreign,patronus navis,Biscay,150,,,,1457,1457-09-15,"Tommaso Duracino, filza 3, series I, nr. 259"
Giacomo Maruzzo,male,mercantes,,,Melica,Tartaran,female,13,Daniele Bordino,male,,,,125,,,,1430,1430,"Antonio Fazio, filza 2, series II, nr. 187"
Giacomo Mazurro,male,mercantes,,,Giorgio,Russian,male,28,Giorgio Vivaldi,male,nobili,"revenditor raubarum, olim servus",,100,,,,1437,1437,"Antonio Fazio, filza 5, series I, nr. 191"
Giacomo Mongiardino,male,artefices,speciarius,,Caterina,Circassian,female,26,Brigidina Calvi,female,nobili,,,205,,,205 l. of paghe in the Casa di San Giorgio,1487,1487,"Nicolò Raggi, filza 17, nr. ---"
Giacomo Noario,male,nobiles,,,Giorgio,Moorish,male,22,Giovanni de Sumelso,male,foreign,,Bilbao,,34,,34 dc.,1474,1474,"Tommaso Duracino, filza 17, nr. 233"
Giacomo Sauli,male,nobiles,,,Maria,Russian,female,33,Matteo Viacamp,male,foreign,mercator,Catalonia,130.5,,,130 l. 10 s.,1465,1465-10-23,"Tommaso Duracino, filza 8, nr. 584"
Giacomo Sofia,male,mercantes,speciarius,,Caterina,Bosnian,female,22,Battista Compiano,male,artefici,draperius,,200,,,,1486,1486,"Nicolò Raggi, filza 16, nr. 303"
Giacomo Specia,male,mercantes,,,Lucia,Circassian,female,22,Matteo Viacamps,male,foreign,,Tortosa,170,,,,1462,1462-02-27,"Tommaso Duracino, filza 6, series II, nr. 30"
Giacomo Spinola de Lucculo q. Bartolmeo,male,nobiles,,,,,,,Giovanni de Dandedeo,male,,,,,,,,1439,1439-11-04,"Antonio Fazio, filza 6, series I, nr. 328"
Giacomo Vinelli,male,artefices,,,Mustafà,Turkish,male,23,Napoleone de Alferiis,male,foreign,,Nice,41.25,,,41 l. 5 s.,1480,1480-11-13,"Tommaso Duracino, filza 23, series I, nr. 319"
Gian Battista Marchione,male,mercantes,,Milano,Lazzaro,Turkish,male,30,Giovanni Oliverio,male,mercanti,,,,22,,22 dc.,1477,1477-02-12,"Tommaso Duracino, filza 20, nr. 72"
Gianotto,male,,,,Pietro,Moorish,male,10,Gabriele Marco,male,foreign,,Valencia,52.25,,,52 lire 5 s,1472,1472-03-05,"Tommaso Duracino, filza 15, nr. 180 *"
Ginevra Adorno,female,mercantes,,,Caterinetta,,female,,Francesco de Montilio,male,mercanti,notarius,,110,,,,1421,1421,"Giovanni Pineto, filza 6, nr. 26"
Ginevra Campofregoso,female,mercantes,,,Malfata,Moorish,female,50,Bartolomeo de Canevali,male,artefici,callegarius,,55,,,,1490,1490,"Giacomo Sclavina, filza 1, nr. 467"
Ginevra di Negro,female,nobiles,,,Marta,Abkhazan,female,22,Dorino Grimaldi,male,nobili,,,125,,,,1424,1424,"Pietro Bilignano, filza 1, nr. 183"
Ginevra Maria,female,religious,treasurer of the Monasterio di San Sepolcro di Sampierdarena,Sampierdarena,Maddalena,Circassian,female,28,Acelino Spinola q. Girolamo,male,nobili,,,170,,,,1464,1464-06-16,"Lazzaro Raggi, filza 9, nr. 295"
Ginevra Spinola,female,nobiles,,,Lucia,Albanian,female,25,Giacomo Croza,male,artefici,bancalotur,,125,,,"125 ""paghe"" of San Giorgio.",1489,1489-10-03,"Giovanni Battista Parisola, filza 7, series II, nr. 299"
Giorgio de Canicia,male,artefices,notarius,,Margherita,Tartaran,female,14,Lombardo de Sancto Stefano,male,artefici,notarius,,82,,,,1409,1409,"Stefano Boccone, filza 1, series I, nr. 206"
Giorgio de Canicia,male,artefices,notarius,,Lucia,Circassian,female,20,Pietro de Clavaro,male,artefici,,,150,,,,1451,1451,"Branca Bagnara, filza 11, series I, nr. 45"
Giorgio de Clavaro,male,artefices,,,Lucia,Circassian,female,20,Sanchis de Sorqûebos (Sanchez de Cerculis),male,foreign,,Valencia,170,,,,1464,1464-09-24,"Tommaso Duracino, filza 7, series II, nr. 197"
