hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svActive,,,,svID,svOMID,fs,3pserv,py,3ppay,patr,pl,actTitle,actDate,actYear,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItOMID,rights,actID,actOMID,actTitle,ActDescription
Niccolò de Guisulfis,male,mercantes,,,1376–1401,4f0cdab1-4fff-4741-8a74-e405980973b2,39945,Chiara,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1351–1401,1351,1401,50,9023667b-643c-479d-beff-046751a65cd8,40165,,,,,,,"Bartolomeo Pino de Saulo, filza 1, nr. 136",1401,1401,Bartolomeo Pino de Saulo,8f54e4f5-6d53-410f-a1d2-d12844aa696e,30868,Notai antichi 486,05f0b331-2a02-4e6d-b104-161b8da5cbf0,39794,Archivio di stato di Genova,909e2aa1-d934-4698-9d20-6d4b29c19fc9,40225,Franchixia,"A certain Niccolò Guisolfo frees the Tartaran slave Clara, who is 50 years of age, with the obligation of four years of service a certain Guglielmo Bardisi, from Camogli, from whom he received 22 lire."
Niccolò de Marini,male,nobiles,,,1407–1432,830f8001-3d5f-4dce-b42b-3640eace311e,39946,Martino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1413–1432,1413,1432,19,778a7985-5a7e-4f26-9d71-8c5eefdb59ec,40166,,,,,,,"Guirardo Brevei, filza 1, series I, nr. 62",1432,1432,Gherardo de Brevei,b65be120-8ef0-428c-b14d-ffa1d473bd4e,23113,Notai antichi 710,2984e6d0-1d74-4fbf-8b6b-f15100e5e6b0,39813,Archivio di stato di Genova,8d0c6fc5-4623-4da2-b765-2701c0a94765,40318,Franchixia,"A certain Nicolò Marini frees the Circassian slave Martino, whose is 19 years of age, with the obligation of service for the next 10 years."
Niccolò Giustiniani,male,mercantes,,,1401–1453,c94eeead-c1a3-4fcf-b264-436236dc02be,23607,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1393–1453,1393,1453,60,12aebc33-b390-46d3-ac99-c9b37eac0516,40030,,,,,,,"Antonio Fazio, filza 15, series I, nr. 301",1453,1453,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 589,b17198b2-4231-419c-b08b-eb498c842d89,37801,Archivio di stato di Genova,e8f3da54-0536-4a35-93aa-01fb828c23de,40206,Franchixia,"A certain Niccolò Giustiniani frees the Russian slave Margherita, who is 60 years of age."
Niccolò Granello,male,mercantes,,27552,1432–1459,c0f44ae7-1422-4531-8380-51965c71e3b8,27300,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1439–1459,1439,1459,20,43e3d0d5-6f8f-4b15-aced-13547d7e72e2,35245,9,,,,y,in the house inhabited by the holder,"Tommaso Duracino, filza 4, nr. 43",1459-01-31,1459,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,fe0ac963-b55c-42ca-99e7-287ed1b2fc07,40406,Franchixia,"Nicola Granello from Bonifacio frees the slave Lucia, who is 18 years of age."
Nicolosio de Niella,male,artefices,,,1413–1438,11c03f92-9852-42e7-b858-a45a31482689,39947,Lucia,,,,female,1405–1438,1405,1438,33,5e132295-a456-43b6-a44c-3008ac56249a,40167,,,,,,,"Branca Bagnara, filza 18, nr. 74",1438,1438,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 665,bbfef75a-ad86-4af3-b546-2182d8b57e03,39811,Archivio di stato di Genova,e1a4d416-4ddf-45ae-a452-ae0d5edfd02a,40245,Franchixia,"A certain Nicolosio ""de Niella"" frees the --- slave Lucia, who is 33 years of age."
Oberto Squarciafico,male,nobiles,,,1425–1450,8517d802-b656-4774-b3b0-25ac7a97c609,25796,Cita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1410–1450,1410,1450,40,a1895352-7f5c-4af4-aee7-76bf6feb070f,39686,,,,,y,at the table of the notary,"Bartolomeo Risso, filza 1, series III, nr. 6",1450-02-09,1450,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 715,8d05678f-e562-4829-aaab-02d3795a7582,37821,Archivio di stato di Genova,e1133ab2-aeed-4142-a3b0-56176b3c8544,39718,Franchixia sclave,"Oberto and Ilario Squarciafico free the Abkhazan slave Cita, who is 40 years of age."
Paganino de Abbatibus,male,artefices,calzolarius,,1440–1474,eccf33bd-a400-497d-a6d8-904866c3ae7e,27332,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1436–1474,1436,1474,38,f83bade2-8199-4a41-8548-1da45e1ad0c2,40045,,,,,y,in a home of an independent party,"Tommaso Duracino, filza 17, nr. 631",1474-09-09,1474,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,e5b79de0-0e71-4e2a-8d58-92502ad9d95e,40385,Franchixia,"The shoemaker Paganino degli Abati frees the Russian slave Caterina, who is 38 years of age."
Pancrazio Gentile,male,nobiles,,,1407–1466,051c6bbb-aa11-46f2-9f3d-efe892a0b344,,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1413–1451,1413,1451,38,f6ef1652-d182-4c07-843f-0e91a82356a7,39971,,,,,,,"Antonio Fazio, filza 14, series I, nr. 47",1451,1451,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 588,ed64de2e-d672-4325-9da7-d57122d0f215,37800,Archivio di stato di Genova,69f5ca65-7981-49ad-b06f-b9aaf0742977,40203,Franchixia,"A certain Pancrazio Falamonica frees the Tartaran slave Margherita, who is 38 years of age."
Paolo de Almano,male,artefices,notary,,1396–1421,4e1a8994-4325-4f09-bdfe-6774b3de4fd0,39948,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1393–1421,1393,1421,28,ececf599-e384-419a-9bee-337c5472fe81,40168,,,,,,,"Battista Crosa, filza 1, nr. 76",1421,1421,Battista Crosa,c2fa935f-c9fa-4094-b8d5-e728981dbc07,31225,Notai antichi 645,421af37d-1ae9-4961-961f-56f6159eaefb,37812,Archivio di stato di Genova,2b33bd35-79de-4877-ab8d-0fa4bd1d2e97,40238,Franchixia,"A certain Paolo de Almano, notarius, frees the Russian slave Lucia, whose is 28 years of age."
Paolo Giusto,male,artefices,calzolarius,,1433–1458,607c9ad3-d15a-4435-829f-54259984825c,37275,Brigida,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1434–1458,1434,1458,24,787dce7c-b5a5-46fc-b64a-da7988c5ab64,37695,7,y,,,y,in the house of a relative of the holder,"Bartolomeo Risso, filza 5, series III, nr. 99",1458-02-17,1458,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,188180a8-1879-4ae4-b083-989a8f2c26fe,40234,Franchixia,"The shoemaker Paolo Giusto frees the Circassian slave Brigida, who is 24 years of age."
Pasquale Bondenario,male,mercantes,,,1449–1489,a12da416-95b1-4102-a493-2ca8e7013ce8,27359,Caterina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1429–1474,1429,1474,45,e468a887-c98d-48d3-b0cb-278d652943e6,39696,,,,,,,"Lorenzo Costa, filza 6, series I, nr. 16",1474,1474,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 992,"f3762194-7ae2-4535-9fa7-e91d855d612a
",37861,Archivio di stato di Genova,c1ad78ae-128f-4917-a56f-bfd9de755a54,39726,Franchixia,"The brothers Pasquale, Antonio and Girolamo Bondinario free the Abkhazan slave Caterina, who is 45 years of age. Pasquale owns 4/6 of Caterina as property, while Antonio and Girolamo own 1/6 each. The manumission is unconditional, and made through the will of their mother, who had been cared for by Caterina during a recent serious illness."
Pellegrino de Maiolo,male,artefices,,,1462–1487,814e6702-7244-4ff4-bb6d-c95a99204e38,39949,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1437–1487,1437,1487,50,f846dc45-66a6-40c8-8084-99448466f7d4,40169,,,,,,,"Antonio Pastorino, filza 2, nr. 564",1487,1487,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1291,6a991942-443c-4fd6-ad0b-52055ef38a22,37764,Archivio di stato di Genova,9b520cab-2eef-4f34-b482-f8bed9678111,40219,Franchixia,"A certain Pellegrino de Maggiolo frees the Russian slave Margherita, who is 50 years of age."
Person who is the slaveholder (the manumitter),,,,,,,,The enslaved man or woman,,,,,,,,,,,The terms of the contract,,,,,,Contract identification,,,,,,,,,,,,,
Pietra de Mari,female,nobiles,,,1393–1423,af63f820-e28e-4f8a-b730-771c9b28a062,39691,an unnamed enslaved person,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,unknown,1398–1423,1398,1423,25,a1ba84bc-ab56-4d32-82ad-6f1444bf6ea7,40023,,,,,,,"Francesco Casanova, filza 2, series I, nr. 187",1423,1423,Francesco Casanova,517dc099-aa52-4907-805b-d3b09e82bb31,31232,Notai antichi 601,f48b328c-4633-4290-8684-61cfc7442877,37806,Archivio di stato di Genova,422901ed-661f-453c-b326-2482ce6fecb5,40263,Franchixia,A certain Pietra de Mari frees the Bulgarian slave ---. who is 25 years of age.
Pietra de Mari,female,nobiles,,,1393–1423,af63f820-e28e-4f8a-b730-771c9b28a062,39691,Marta,,,,female,1378–1418,1378,1418,40,c67b6226-bc88-43c5-b384-5aece678a4df,40022,,,,,,,"Lorenzo Villa, filza 2, nr. 249",1418,1418,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Notai antichi 488,0d3b0860-b447-4292-b374-b0f97c74a0fc,37784,Archivio di stato di Genova,e722b009-c934-45e1-a0e6-f17e5eb010b7,40342,Franchixia,"A certain Pietra de Mari frees the --- slave Marta, who is 40 years of age."
Pietro Battista Lomellini,male,nobiles,,,1437–1473,5a79618b-fbeb-40e8-b686-d2d0f26cd447,25034,Giorgio,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1434–1462,1434,1462,28,fc7ed90e-f6ff-4065-9d05-785d48556c8b,39993,,,,,y,in the house inhabited by the holder,"Giovanni Danove, filza 1, series II, nr. 139",1462-12-10,1462,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,318a0f3e-6c84-45ac-b364-21ffcb6d4096,40271,Franchixia,"A certain Battista Lomellini frees the Circassian slave Giorgio, who is 28 years of age."
Pietro Campofregoso,male,mercantes,,,1412–1459,137c5c07-bf04-46db-af82-273c21980999,39697,Anna,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1418–1458,1418,1458,40,09b40c38-1583-4f20-8275-ef2cd947de52,39698,,,,,n,in the house inhabited by the holder,"Giacomo Rondanina, filza 1, series II, nr. 56",1458-01-16,1458,Giacomo Rondanina,d531a40e-11b3-4045-b5f5-bc9ce73b3fe9,25524,Notai antichi 874,f9064ef4-4845-40ae-a9a8-8d9de1695882,39701,Archivio di stato di Genova,fc84ecb2-9a22-47d9-aff1-8bff07ed3268,39700,Franchixia,"The doge of Genoa, Pietro Campofregoso, frees the Circassian slave Anna, and her daughter Maria."
Pietro Centurione,male,nobiles,,,1396–1421,7f6d1ad3-e4fb-4e8b-9833-a0b086415285,39950,Margarita,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1391–1421,1391,1421,30,d9d34932-6984-414c-84b0-224dd6f3f943,40170,,,,,,,"Giovanni Labaino, filza 2, nr. 138",1421,1421,Giovanni de Labaino,3e74de1c-121f-4d3d-acb1-5bc6fe40e09c,23813,Notai antichi 549,cda8b74e-bc79-4593-99f6-772824b33aec,39800,Archivio di stato di Genova,00c2b731-db27-4181-9cb0-24ee9da7124b,40301,Franchixia,"A certain Pietro Centurione frees the Bulgarian slave Margherita, who is 30 years of age."
Pietro Centurione,male,nobiles,,,1476–1497,a3fb2f70-aa79-4c0f-bd36-7bcf159fad24,23274,Agneta,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1467–1497,1467,1497,30,0dd9726b-4168-4d22-8545-c58e4adff14b,40016,,,,,,,"Niccolò Raggi, filza 24, nr. 561",1497,1497,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1036,d1705484-6b73-4195-a234-3e2cf5620573,37750,Archivio di stato di Genova,8119ca36-3bdd-4bc7-9966-7fcbf4d28aea,40367,Franchixia,"A certain Pietro Centurione frees the Mooris slave Agneta, who is 30 years of age."
Pietro de Cassina,male,mercantes,,,1429–1454,00284736-e5de-4eb8-abb7-4a6fec68eba7,31478,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1409–1454,1409,1454,45,1e91146f-b8fa-44cb-ac0e-1d820bba9033,31481,,,,,y,in a home of an independent party,"Tommaso Duracino, filza 1, series II, nr. 52",1454-03-14,1454,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 888,af120abc-a312-41b7-8b93-49985584cbe0,26211,Archivio di stato di Genova,2e7342a7-ad22-4350-88b6-1747c0c352c4,31471,Franchixia,"The brothers Pietro and Antonio de Cassina q. Manuele free the Tartaran slave Maria, who is 45 years of age."
Pietro de Vignolo,male,artefices,,,1428–1453,52da78d2-ccfe-45b7-aafc-29b673cbab24,39731,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1421–1453,1421,1453,32,5237b326-c599-4f46-be1d-622559f2c89b,39733,,,,,,,"Antonio Fazio, filza 15, series I, nr. 294",1453,1453,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 589,b17198b2-4231-419c-b08b-eb498c842d89,37801,Archivio di stato di Genova,1994a504-eb19-454e-a2c4-6115946268dd,39734,Franchixia,"The partners Pietro and Isolta de Vignolo free the Russian slave Margherita, who is 32 years of age."
Pietro Doria,male,nobiles,,,1456–1481,93582f74-33a4-4a5f-97cb-3a93330181a7,39951,Mattia,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1456–1481,1456,1481,25,8ca5ce64-f68f-45d9-9acd-f185d1c9b828,40171,,,,,,,"Girolamo Loggia, filza 2, series II, nr. 41",1481,1481,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1122,1e2f7fcb-ea9c-4cf4-863a-a5635223bade,37754,Archivio di stato di Genova,4bee26af-abd7-4ce1-897f-f0aa2ea1b6c4,40307,Franchixia,"A certain Pietro Doria frees the Moorish slave Mattia, who is 25 years of age."
Pietro Fieschi,male,mercantes,,,1447–1472,"1add6b2d-7820-4a17-ae0a-291e762520b9
",37285,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1440–1471,1440,1471,31,"acd88a29-b108-443e-a254-a0ad2cd998cf
",37706,,,,,,,"Giovanni Danove, filza 2, series II, nr. 296",1472-03-24,1472,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,82c4e72a-367e-41dc-8fe6-fd2f192388b9,40284,Franchixia,"A certain Pietro Fieschi frees the Circassian slave Maria, who is 31 years of age."
Pietro Grillo,male,nobiles,,,1428–1465,bc1fc911-716d-45d2-a316-8ab2c312b045,26046,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1465,,1465,1465,2540633a-cc9b-45b0-837f-ea7833423f58,40027,L,,,,y,n/a,"Lorenzo Costa, filza 1, nr. 376",1465-07-20,1465,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 987,8a0c2dab-e341-4b84-b984-4341db597b66,39829,Archivio di stato di Genova,b7be54ae-8af5-4735-aa8d-d731da203478,40324,Franchixia sclave,Pietro Grillo frees the Russian slave Marta. The manumission took place in 1462.
Primafiore Giustiniani,female,mercantes,,,1472–1497,98856964-000b-44dd-93ce-515b7d947a62,39952,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1464–1497,1464,1497,33,80eb7552-08ec-4c1e-95a3-1c62f9c024cf,40172,3,,,,y,in the house inhabited by the holder,"Giovanni Danove, filza 3, series II, nr. 285",1497-07-21,1497,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,5ff7adcb-c30b-4136-bfab-8b82193b89ac,40292,Franchixia,"A certain Primaflos Gambone frees the Moorish slave Maria, who is 33 years of age."
Primafiore Raggi,female,artefices,,,1463–1488,78ba9161-5b0f-4cce-afaf-c4b54c6dd32b,39953,Caterina,Canaries,13ff152a-e74e-44c6-a7e7-c00eb6d60f7b,31544,female,1451–1488,1451,1488,37,6310eb55-4914-4ca7-ae8e-7a1bc0e9810d,40173,,,,,,,"Niccolò Raggi, filza 18, nr. 256",1488-04-02,1488,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1030,2bd680bb-04f8-4ee1-a7da-7033df8c9add,37746,Archivio di stato di Genova,3554919a-aec1-4cdb-a536-6157b696c1ab,40362,Franchixia,"A certain Primaflore Ragio frees the slave Caterina, from the Canary Islands, who is 37 years of age."
Raffaele Adorno,male,mercantes,,,1419–1444,feab3084-50aa-460d-b20d-4c8c38e6c871,39954,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1444,,1444,1444,3521a549-a53d-44c9-b491-9ef25b6ef9b4,40174,,,,,y,indeterminate due to damage,"Branca Bagnara, filza 8, series I, nr. 23",1444-01-16,1444,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 655,69147dee-cb75-4c2f-8f48-b91dc69a8020,37815,Archivio di stato di Genova,c13ff845-7961-4fd9-95a1-d5858f9f5b07,40248,Franchixia,"A certain Raffaele Adorno frees the Russian slave Lucia, who is --- years of age."
Raffaele Campanario,male,,,,1396–1421,f9c2fe90-5641-429c-b9ea-cc58f7b220c9,39955,an unnamed enslaved woman,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,,1397–1421,1397,1421,24,f166d36b-957e-44fd-afb7-3678ce95d7a1,40175,,,,,,,"Giovanni Labaino, filza 1, nr. 147",1421,1421,Giovanni de Labaino,3e74de1c-121f-4d3d-acb1-5bc6fe40e09c,23813,Notai antichi 548,"36625ae2-9c6d-4fd9-983f-cb4234946043
",37791,Archivio di stato di Genova,1f85f883-a8d5-4330-bdc3-10c21e2a8210,40299,Franchixia,A certain Raffaele Campanario frees a Russian slave who is 24 years of age.
Raffaele Cattaneo,male,nobiles,,,1444–1475,26117ef2-d9ba-4484-a71d-d327fff2bb06,38611,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,–1475,,1475,1475,28414dba-4300-4472-a7b0-7ff7c9331f10,39981,,,,,,,"Lorenzo Costa, filza 6, series II, nr. 130",1475,1475,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 992,"f3762194-7ae2-4535-9fa7-e91d855d612a
",37861,Archivio di stato di Genova,c6b9fb97-ce20-45c1-9ae7-492c06f33e86,40337,Franchixia,A certain Raffaele Cattaneo frees the Tartaran slave Caterina.
Raffaele de Monterubeo,male,artefices,,26334,1434–1460,02264c0a-8a46-45ad-81ec-199d8e0ad3b8,38786,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1419–1459,1419,1459,40,e23c3671-1909-4983-bdd1-258752944d19,39970,3,,,,y,in a home of an independent party,"Tommaso Duracino, filza 4, nr. 354",1459-07-02,1459,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,806e0b50-88bb-43d1-841d-55b6c3d2af03,40404,Franchixia,"A certain Raffaele de Monterubeo frees the Russian slave Caterina, who is 40 years of age."
Raffaele Pallavicini,male,nobiles,,,1467–1492,2e75f4cd-6624-417a-94e1-1424bf4a75a0,39727,Marta,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1452–1492,1452,1492,40,dd065e19-7ebb-404a-bafa-bb7bc8b05787,39729,5,,,,y,n/a,"Niccolò Raggi, filza 21, nr. 5",1492,1492,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1033,f233a41c-6552-4332-9af8-9e2a8d8a01f8,37748,Archivio di stato di Genova,e1490412-e7c9-4db0-a2dd-b77cb952c5b6,39730,Franchixia,"The brothers Raffaele amd Paolo Pallavicina free the Moorish slave Marta, who is 40 years of age. The contract obligates Marta to continue service for another 5 years."
Raffaele Paterio,male,burgensis,,26152,1412–1437,2a29894d-6ffc-4753-8b34-6d846d043730,39956,Agnese,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1417–1437,1417,1437,20,ae38255b-9a79-4ac7-9d07-b0b57ae3f1a2,40176,,,,,,,"Antonio Fazio, filza 5, series I, nr. 156 *",1437-06-26,1437,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 579,7c17d650-29fb-4477-96c5-8d0fb617e071,37797,Archivio di stato di Genova,2b54c23b-a6a5-4bc3-8289-b075e4cd0640,40209,Franchixia,"A certain Raffaele Paterio, ""burgensis"" of Chios, frees the Russian slave Agnese, who is 20 years of age. The item number is approximate."
Rinaldo Calerio,male,,,,1406–1431,9b63df72-2aac-435a-a0dd-86c6880086d3,39957,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1431,,1431,1431,62e4e969-696f-446a-8270-6d4eaa5532bf,40177,,,,,,,"Guirardo Brevei, filza 1, series I, nr. 51",1431,1431,Gherardo de Brevei,b65be120-8ef0-428c-b14d-ffa1d473bd4e,23113,Notai antichi 710,2984e6d0-1d74-4fbf-8b6b-f15100e5e6b0,39813,Archivio di stato di Genova,e7fc481d-5bd7-449e-bd58-a345276c5bcb,40317,Franchixia,"A certain Rinaldo Caleri frees the Circassian slave Margherita, whose age is not specified. (This item was formerly n. 36 in filza 2)."
Selvagia Doria,female,nobiles,,,1443–1469,8963bdc4-f19a-482e-a019-9b6f2274c283,38431,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1434–1469,1434,1469,35,fbe2bfab-7bf8-4c88-82ae-90b8fc11be85,38432,12,y,,,y,in a home of an independent party,"Giovanni Danove, filza 2, series I, nr. 438",1469-02-04,1469,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,ccf014db-e4de-43a6-a36f-d26a7713dca2,40282,Franchixia,"A certain Antonio Agrirosso frees the Circassian slave Maria, who is 35 years of age."
Selvagia Fieschi,female,nobiles,,,1443–1468,7d11323b-8c23-4c21-a184-b10a06984358,23499,Cita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1428–1468,1428,1468,40,523b9627-c70b-488b-bb7a-9a366c154505,40003,,,,,y,in the house of a relative of the holder,"Giovanni Danove, filza 2, series I, nr. 347",1468-05-20,1468,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,0727f48c-9ea0-4eb6-bb62-a6ee102d4dd1,40281,Franchixia,"A certain Salvagia Lomellini frees the Circassian slave Cita, who is 40 years of age."
Selvagia Maruffo,female,mercantes,,,1466–1491,25f784e8-f671-425d-8f45-a5e4dbdb4d9d,39958,Elena,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,1457–1491,1457,1491,34,a31f1da0-dd02-469c-a517-7a2e2485b7e8,40178,,,,,,,"Giovanni Danove, filza 3, series II, nr. 123",1491-11-29,1491,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,3b874a9c-5bff-4b59-a2c4-30cc87a3355a,40289,Franchixia,"A certain Salvagia Maruffo frees the Albanian slave Elena, who is 34 years of age."
Sestarina de Recco,female,artefices,,27623,1431–1456,f49845e4-9ac5-437c-a4bf-c38b4d9d9c65,39959,Asperto,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,male,1428–1456,1428,1456,28,6117c953-6c54-4ea4-a304-29d653cc300e,40179,,,,,y,in a home of an independent party,"Tommaso Duracino, filza 2, series II, nr. 282",1456-11-04,1456,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,a5eaa5f2-0c19-4ac7-a4b1-fa73901fd7d4,40393,Franchixia,"A certain Sestarina de Recco frees the Russian slave Asperto, who is  28 years of age."
Simondo di Negro,male,nobiles,,,1393–1418,01145abc-63ff-43c0-b909-a094ed3ca37e,39960,an unnamed enslaved person,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,unknown,–1418,,1418,1418,052dd714-b03c-4242-8789-e1dbe8f2e842,40180,,,,,,,"Francesco Casanova, filza 1, series II, nr. 62 *",1418,1418,Francesco Casanova,517dc099-aa52-4907-805b-d3b09e82bb31,31232,Notai antichi 600,f76e3e3f-3fd9-4806-82b2-5f6e303b9fb4,39804,Archivio di stato di Genova,d0fca010-3eec-48c3-955a-65ed03badef3,40262,Franchixia,A certain Simondo di Negro frees an unnamed Circassian slave.
Simone Cantalupo,male,artefices,barberius,,1449–1474,fad6f597-5f21-4845-879f-209a0479cbfa,39961,Giacobina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1438–1474,1438,1474,36,9a09c25e-8c61-4485-83cf-39c53602d574,40181,2,y,60,,y,in the home of the 3p obliged to serve,"Tommaso Duracino, filza 17, nr. 535",1474-08-01,1474,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,68267a6e-6cab-4908-a86b-3e113eda448a,40384,Franchixia,"A certain Simone Cantalupo, barberius, frees the Russian slave Giacobina, who is 36 years of age."
Simone de Sancto Quilico,male,artefices,peliparius,,1376–1401,4a8c7ef4-361f-4998-847d-615d99864fb3,39962,Giaccomaccio,,,,male,–1401,,1401,1401,8f92749a-742f-4aa0-a011-e95d0199c2a8,40182,,,,,,,"Cristoforo de Revellino, register 18, 1401, fol. 134r",1401,1401,Cristoforo de Revellino,695ab4e7-a4aa-4d98-a754-dc71fa324d91,25512,Notai antichi 430,77805872-acd5-4aa6-b5ef-faf29a2ab5cc,37780,Archivio di stato di Genova,4cca8ec6-5b39-4fc4-93b0-2953b5f9b5b2,40252,Franchixia,"A certain Simone ""de Sancto Quilico"", peliparius, frees the --- slave Giacomaccio, who is --- years of age."
