sName,sGender,sClass,bClass,sOccupaton,sLocale,sActive,sID,sOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOccupation,bLocale,bActive,bID,bOMID,pL,pD,pF,pS,actTitle,actDate,aYear,actPlace,actAuthor (aa),aaID,aaOMID,rights,actID,actOMID
Lanfranco Paterio,male,mercantes,artefices,,Chios,1395–1420,fd01e695-a7cb-4c43-a6ca-69d2248fb281,27165,Martino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb177,31361,male,13,1407–1420,234ca39d-6fd0-4fe6-8799-09a171ac3cca,35733,Gaspare di Lanfranco,male,artefices,,,1395–1420,bbffa46c-0696-45f8-bf4d-81ba8010c3e4,30356,70,,,,"Giuliano Canella, register 6, 1418–1421, fol. 246v",1420,1420,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,ec31f323-3dbf-43d0-9fa3-c064f601545a,
Francesco Curlo,male,nobiles,nobiles,,,1395–1420,d58bdd0d-c33e-4064-bcb6-bf7398522b8d,26895,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd141,26258,female,11,1409–1420,601d3f46-12b9-4d43-af9f-d96d4665f049,35273,Tobia de Columnis,male,nobiles,,,1395–1420,2c0a4bdf-ba27-4783-b45c-7e5b970ae926,30944,85,,,,"Giuliano Canella, register 6, 1418–1421, fol. 216r",1420,1420,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,fa7d9e42-2072-4501-9dd9-44f9350ea3a5,
Lanfranco Paterio,male,mercantes,artefices,,Chios,1396–1421,fd01e695-a7cb-4c43-a6ca-69d2248fb281,27165,Martino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb178,31361,male,13,1408–1421,1a4e007a-e7a6-4b87-9ad4-eaf190798013,35734,Gaspare di Lanfranco,male,artefices,,,1396–1421,bbffa46c-0696-45f8-bf4d-81ba8010c3e4,30356,70,,,,"Giuliano Canella, register 7, 1420–1422, fol. 233r",1421-12-01,1421,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,1cb44d33-e9e5-4ad3-8846-d3c32310869a,
Ginevra Patuccio,female,mercantes,mercantes,,,1396–1421,e0f9a55a-8b51-4f30-8000-a08ab452a3c2,26993,Caterinetta,,,,female,,1421–1421,7cdd5f03-f9e7-40ac-a002-d222d1ae5f62,35052,Francesco de Montilio,male,mercantes,notarius,,1396–1421,08d9dd5d-4eca-4ecc-a332-8c237d788656,30288,110,,,,"Giovanni Pineto, filza 6, nr. 26",1421,1421,Genoa,Giovanni Pineto,b341b3d0-62d3-436b-ac02-d53396c23d4a,31244,Archivio di stato di Genova,d94595c4-dfdd-4922-9836-802b2398f29b,
Antonio de Balestrino,male,nobiles,artefices,,,1396–1421,d97595fb-6628-4ccf-b64a-eb06d766f925,26546,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52220,31354,female,18,1403–1421,7da8f1b2-38f2-4dea-aa52-477ce5e4c105,35333,Antonio de Petra,male,artefices,,Pietra Ligure,1396–1421,904a50e3-9e97-4077-a1b2-a3e7b524d8f9,30010,111,,,,"Bartolomeo Gatto, register 11, 1412–1427, fol. 113r",1421,1421,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,6942eabb-fb7e-4152-a0c7-c37f56ee0015,
Isabella Bozo,female,nobiles,nobiles,,,1397–1422,80a00574-8f95-4f09-bb81-db3c9d68a68d,27160,an unnamed Russian woman,Russian,2d4212b0-a07e-494a-a7ba-81f254f52284,31354,female,24,1398–1422,50fa53b7-ce1b-42a4-8dce-2a1838c487e6,35869,Isabella Cicala,female,nobiles,,,1397–1422,492a4c2e-6149-44dd-828b-866b9d80ee9a,30592,105,,,,"Francesco Casanova, filza 2, series I, nr. 95 *",1422-05-30,1422,Genoa,Francesco Casanova,517dc099-aa52-4907-805b-d3b09e82bb31,31232,Archivio di stato di Genova,f101b068-28bf-4587-8262-4a2455defdef,
Bartolomeo Ricci,male,artefices,artefices,,,1398–1423,0789c0a1-9dfb-48a5-8cb7-65c0ea21f13a,26658,Martino,Russian,2d4212b0-a07e-494a-a7ba-81f254f52177,31354,male,33,1390–1423,e73db8a1-2ceb-4cf4-8248-6b962ef00b32,35724,Giovanni de Toirano,male,artefices,,Toirano,1398–1423,3abb25cc-5a1f-4824-be4b-990bd8928ac4,30478,75,,,,"Antonio Fazio, filza 21, nr. 18 *",1423-01-12,1423,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,4718b97d-471d-409f-ae75-dfe68306b35a,36026
Dexerino Ricci,male,artefices,artefices,,,1398–1423,bad0f53f-fc6a-4b71-8a04-ad05a7eba279,26834,Martino,Russian,2d4212b0-a07e-494a-a7ba-81f254f52178,31354,male,33,1390–1423,c26043a1-5988-4a9e-930f-46b3a7143691,35729,Giovanni de Toirano,male,artefices,,Toirano,1398–1423,3abb25cc-5a1f-4824-be4b-990bd8928ac4,30478,75,,,,"Antonio Fazio, filza 21, nr. 18 *",1423-01-12,1423,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,4718b97d-471d-409f-ae75-dfe68306b35a,36026
Giorgio Salvagi,male,nobiles,artefices,,,1398–1423,d6c94ded-004e-420c-8352-b7634b4f69f1,27012,Valentino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb102,31361,male,14,1409–1423,5352a452-bb6e-4256-8213-4f998a69a71d,35814,Battista de Canali,male,artefices,calzolarius,Canale,1398–1423,2ac42bc0-8985-4796-bec4-849d12075d40,30110,64,,,,"Antonio Fazio, filza 1, item dated 1423-05-10",1423-05-10,1423,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,ada6fa8b-4edd-4986-a5b1-eac6296092b3,
Simone de Mari,male,nobiles,artefices,,,1398–1423,e0efffea-2975-4f3b-bb19-9738d6b4b125,27438,Grassino,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd25,26258,male,28,1395–1423,35b449c6-9489-43d6-b4b2-9e8c2596e84c,35204,Francesco de Montilio,male,artefices,,,1398–1423,3afe333c-99a0-4cb6-95bb-59c21ff8c0bf,30289,72,,,,"Antonio Fazio, filza 1, nr. 33",1423,1423,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,f5f50a9e-243d-4ba4-8bb2-ff6688dbcd0c,
Brancaleone Maruffo,male,mercantes,mercantes,,,1398–1423,75779bd1-b61d-4b00-bf88-c73a75ac6b31,26764,Agnese,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,13,1410–1423,421e02ee-d258-4fbc-a938-ef790d134793,34813,Daniele Bordino,male,mercantes,,,1398–1423,3a78726e-21c2-4d4d-8e5e-989f1848ede7,30238,110,,,,"Stefano Boccone, filza 1, series II, nr. 203",1423,1423,Genoa,Stefano Boccone,92eba140-587c-4890-a9f1-91fc54c2228e,31262,Archivio di stato di Genova,a5285440-3f19-43a6-aa73-d723ced42e85,
Carlo de Carretto,male,nobiles,artefices,,,1398–1423,cd9af38d-cb5d-4789-8071-30834ac5cde5,26773,Margherita,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,23,1400–1423,bdb973d4-95f6-46e2-8e9d-e2faa4335cdb,35457,Pietro Boto,male,artefices,,,1398–1423,55ee9612-9820-443e-9ed3-662754514f85,30822,112,,,,"Stefano Boccone, filza 1, series II, nr. 219",1423,1423,Genoa,Stefano Boccone,92eba140-587c-4890-a9f1-91fc54c2228e,31262,Archivio di stato di Genova,86e72d92-f7c6-46e8-ae74-d84927c6a119,
Ambrogio de Scipione,male,nobiles,nobiles,,,1398–1423,0d141261-dfe1-4bbd-b406-10e72cf07fed,26500,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb108,31361,female,20,1403–1423,4ecc6c0c-32f9-4356-8918-fce7c5dffbe7,34902,Goffredo Gentile,male,nobiles,,,1398–1423,b55a553b-a039-4f6a-8f68-4384cab561fe,30561,131,,,,"Antonio Fazio, filza 1, nr. 170",1423,1423,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,f26d3576-9185-4704-a2fc-ec5ca49ee063,
Ginevra di Negro,female,nobiles,nobiles,,,1399–1424,31280d91-96c0-4946-b5b7-894e0444523c,26995,Marta,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,22,1402–1424,0e075ae0-28d9-4191-a828-cf99506064cb,35693,Dorino Grimaldi,male,nobiles,,,1399–1424,c5021267-2a0b-4eca-9a7f-bb6115bbb494,30268,125,,,,"Pietro Bilignano, filza 1, nr. 183",1424,1424,Genoa,Pietro Bilignano,86e3a9e6-2f85-4189-b28c-d77639500478,31252,Archivio di stato di Genova,9e51544b-273a-4f00-829a-6d669ac0ab10,
Bartolomeo Sofia,male,mercantes,nobiles,,,1399–1424,343fc419-597d-4e86-abca-baecf9d53de3,26660,Martino,Russian,2d4212b0-a07e-494a-a7ba-81f254f52342,31354,male,22,1402–1424,682d94d4-f52c-486d-822b-f2ae89d48f47,35725,Lorenzo Fieschi,male,nobiles,,,1399–1424,9fba2bf3-6382-4714-8148-49dd261326f8,30637,80,,,,"Stefano Boccone, filza 1, series II, nr. 272",1424,1424,Genoa,Stefano Boccone,92eba140-587c-4890-a9f1-91fc54c2228e,31262,Archivio di stato di Genova,7232e7f5-b678-4052-a785-cef3bb9e2a92,
Cristoforo Triditano,male,nobiles,nobiles,,,1399–1424,8a2202f4-3ee9-4fc7-a311-e4b1e5671c31,26824,Giovanni,Moorish,04348640-60da-4bab-811c-6f34b0aef7a90,31559,male,35,1389–1424,c64bde5a-e9e2-4830-8bf1-acd8408369cc,35195,Guglielmo Assereto,male,nobiles,revenditor raubarum,,1399–1424,d7f038f2-5c30-4297-bd2c-8aa2461aff19,30575,,,,,"Stefano Boccone, filza 1, series II, nr. 266",1424,1424,Genoa,Stefano Boccone,92eba140-587c-4890-a9f1-91fc54c2228e,31262,Archivio di stato di Genova,9b4ad3e3-a5e3-422e-b9c5-058391d95b4d,
Antonio Iochi,male,artefices,nobiles,magister cammocatorum,Genoa,1401–1426,a038ffe3-cb45-4791-8953-07152e0cf293,26596,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52264,31354,female,20,1406–1426,0136b9e3-562a-4dcc-8e00-c48b61af9100,35339,Gaspare Gentile,male,nobiles,,,1401–1426,fb3587f5-f611-40f8-9cb9-09d0c4cef813,30358,120,,,,"Branca Bagnara, register 3, 1426–1428, fols. 27r–28r",1426-07-16,1426,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,eeeb3b77-c202-4fff-8193-a7100b1b1200,
Lorenzo Dentuto,male,nobiles,mercantes,,,1401–1426,0683ca1c-6ba8-44cd-9787-6985d7cf4cdc,27205,Lucia,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,20,1406–1426,abf4f1b5-b082-45bb-b3fd-3bc445be2f79,35301,Niccolò Giustiniani,male,mercantes,,,1401–1426,c94eeead-c1a3-4fcf-b264-436236dc02be,23607,135.83,,,135 l. 16 s. 8 d,"Branca Bagnara, register 3, 1426–1428, fols. 35r–36r",1426-09-05,1426,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,0b4ef601-0c20-467b-bafb-bff80c85bda2,
Pietro Iharlono,male,nobiles,nobiles,,,1382–1407,d25d9a2a-d28e-4b70-ab54-9a7d69f5bdb9,27398,Maddalena,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,22,1404–1426,db6bf7cd-a4e9-4ed9-a699-30ef3f2a8659,35412,Benedetto Marino,male,nobiles,,,1401–1426,a0ba277e-1626-457b-bdad-637d916c74fe,30157,122,,,,"Branca Bagnara, register 3, 1426–1428, fol. 49r–v",1426-12-17,1426,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,ca776d1e-5656-4057-8e12-21fe988a5011,
Emanuele Imperiale,male,nobiles,mercantes,,,1402–1427,8eb5cdc7-b6e0-467f-a13a-8cb04cfdb060,27227,Melica,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,28,1399–1427,3fb5b25c-4c5f-4fd2-8767-e67da3ffddf8,35746,Lucrezio de Iudicibus,male,mercantes,,,1402–1427,c2480b93-681a-485c-ad3d-431dc912d5a2,30666,110,,,,"Antonio Fazio, filza 21, nr. 52 *",1427-03-30,1427,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,fd71eb97-e275-40bb-b840-822391642968,
Bartolomeo de Coregio,male,nobiles,nobiles,,,1402–1427,416b3854-5e14-4e33-9df0-37fd89da0519,26644,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,22,1405–1427,e86eba9d-3317-4b48-b315-a4700666df35,35444,Gaspare Gentile,male,nobiles,,,1402–1427,fb3587f5-f611-40f8-9cb9-09d0c4cef813,30358,118,,,,"Branca Bagnara, register 3, 1426–1428, fol. 90r–v",1427-04-01,1427,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,f5ba9c3e-ad57-4d98-abc9-c85089f2183a,
Maria Scotto,female,nobiles,nobiles,,,1402–1427,65f56ad4-14e3-4bae-a91a-7e8eafe4bd73,27246,Giovanna,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,14,1413–1427,c0c9c0e8-c198-4cf7-96a3-5f122f9334a2,35187,Giannoto Salvagi,male,nobiles,,,1402–1427,24ec0641-05fc-4c92-bf85-a5906a9d37d8,30414,115,,,,"Branca Bagnara, register 3, 1426–1428, fol. 116r–v",1427-05-19,1427,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,ce5e0350-b696-43e2-aa8f-d57ce1781d64,
Merualdo Vivaldi,male,nobiles,nobiles,,,1402–1427,3cb156b5-c547-4678-a869-d6eac9574ed9,27274,Agnese,,,,female,,–1427,722564bd-1b94-40d8-9b17-a160e05c851b,34823,Luca Gentile,male,nobiles,,,1402–1427,855f8d55-ee1a-4e0b-b96b-d53422bd6369,30651,125,,,,"Branca Bagnara, register 3, 1426–1428, fol. 177r *",1427-10-29,1427,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,74b6ecd2-33a7-405a-afa6-6dd887112d66,
Bartolomeo Bondonario,male,mercantes,nobiles,,,1402–1427,7a89d2e3-3a0b-4882-9899-3e4e29eff101,26636,Margherita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52169,31354,female,26,1401–1427,31e46d88-e1ee-4bbd-987a-7148f8ee9d4e,35443,Gabriele Camilla,male,nobiles,,,1402–1427,0a4be7b7-3aad-4814-aac5-7905a91788ce,30329,125,,,,"Antonio Fazio, filza 2, series I, nr. 216",1427,1427,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,832c853c-3442-4114-b1f1-b24524c8f83d,
Merualdo Vivaldi,male,nobiles,nobiles,,,1402–1427,3cb156b5-c547-4678-a869-d6eac9574ed9,27274,Agnese,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb146,31361,female,35,1392–1427,e9747450-adbe-4342-9b2d-d6f1e404093c,34822,Luca Gentile,male,nobiles,,,1402–1427,855f8d55-ee1a-4e0b-b96b-d53422bd6369,30651,125,,,,"Branca Bagnara, filza 1, series I, nr. 140",1427,1427,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,a7a32244-914d-473a-a575-dbeb22434096,
Guglielmo Malo,male,nobiles,nobiles,,,1403–1428,386fa73b-0720-4b59-bf56-9da742013736,27150,Giorgino,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,10,1418–1428,10db6944-c046-4d18-bc27-584eb473b0aa,35158,Agostino Squarciafico,male,nobiles,,,1403–1428,0b70f7b2-16a6-4702-bcc4-ab24337a2a26,29933,68,,,,"Branca Bagnara, register 3, 1426–1428, fol. 277r–v",1428-11-13,1428,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,759b0a41-24fc-429d-8821-dbd47d69ac17,
Federico Spinola,male,nobiles,artefices,,,1403–1428,f7bdb428-7854-4dfb-9e9c-a602a18f95eb,26878,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd45,26258,female,26,1402–1428,e53b1f94-c686-44ec-a70c-15174e7d28c8,34952,Teramo Cavo,male,artefices,lanerius,,1403–1428,c74c77f8-2cc7-47c3-b321-07caedbece90,30938,110,,,,"Antonio Fazio, filza 2, series I, nr. 251",1428,1428,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,f6dff475-b16a-45f3-be1a-4ac24abb3fcc,
Giovanni de Montaldo,male,mercantes,nobiles,,,1403–1428,58656274-3895-4554-b550-0968962a47da,27051,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,14,1414–1428,60b8cd2b-50a4-4976-bdb4-71e759b96c3a,35377,Lorenzo Moreno,male,nobiles,,,1403–1428,4d507d5f-d9ef-4c43-95e1-3df097b25c60,30644,125,,,,"Antonio Fazio, filza 2, series I, nr. 334",1428,1428,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,8f784fba-2cef-439a-9157-98126f3fb2ad,
Andrea de Iudicibus,male,mercantes,mercantes,,,1403–1428,439dc819-ff82-4236-b559-ac7453463037,26511,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd85,26258,female,20,1408–1428,06745141-e499-4b68-ac18-be0ae0d885ce,35558,Pietro Lonso de Ceriale,male,mercantes,,Ceriale,1403–1428,517539fc-675b-43b9-9284-d3770291d6d8,30855,131,,,,"Branca Bagnara, filza 1, series I, nr. 223",1428,1428,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,9837f2a3-fd60-4b46-8553-8727e1ffd33e,
Benedetto Marchesio,male,mercantes,artefices,,,1403–1428,9d2b567d-a638-4063-b2a2-faaabc3b9223,26731,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd75,26258,female,15,1413–1428,0e39e6ae-50a9-4c84-b7a9-586832212f5d,35589,Bartolomeo Gatto,male,artefices,seatarius,,1403–1428,57160047-32d9-4c71-a301-3a749f54b588,30066,140,,,,"Branca Bagnara, filza 1, series I, nr. 292",1428,1428,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,ebeb0fc3-dd87-402a-ab23-60666ff95d14,
Gregorio Lavaggi,male,artefices,artefices,callegarius,,1403–1428,b5561d7a-8503-41a0-b193-69f9a50b27e2,27140,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd22,26258,female,14,1414–1428,2fd8f24d-7953-4360-b3b7-d10fddd139ab,35299,Bernardo de Albario,male,artefices,seatarius,Albaro,1403–1428,a8e05920-caa8-4c31-aa5b-f33f75ea482c,30170,150,,,,"Antonio Fazio, filza 2, series I, nr. 275",1428,1428,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,ed2013b6-94bf-434c-a8a9-85ecea141979,
Giovanni Carrega,male,artefices,nobiles,notarius,,1403–1428,f86b26ea-b8d2-432b-989f-d38ab87dd7f3,27031,Agnese,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd36,26258,female,20,1408–1428,bd859c8c-2584-4b5f-8fbb-fdf10fd29067,34817,Emanuele Bustarino,male,nobiles,,,1403–1428,e328002d-f859-4306-a45b-0b61b4a70942,30670,150,,,,"Antonio Fazio, filza 2, series I, nr. 301",1428,1428,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,910fd981-0b1f-469a-80e3-6947f710e269,
Martino Negrone,male,nobiles,nobiles,,,1403–1428,8f7eaa30-afab-4cd0-80db-d4d17d9e3c86,27256,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,18,1410–1428,9bc4438c-468b-4c50-95a2-7c18f065ed0c,35392,Stefano di Negro,male,nobiles,,,1403–1428,e266fb17-c80c-408b-a1f7-f7599905c442,30923,150,,,,"Antonio Fazio, filza 2, series I, nr. 373",1428,1428,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,05a0cf75-d4cc-4eef-a08d-b1dd494a9f90,
Marco de Cassina,male,mercantes,mercantes,,Albisola,1404–1429,135e0f3b-d20a-4e67-b428-d913e681e92b,27234,Giorgio,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb107,31361,male,28,1401–1429,f9850257-de79-449c-951c-1a98b8c1a41b,35178,Girolamo Valletaro,male,mercantes,,,1404–1429,4de1776c-5310-44d9-8e10-e9677851abb4,30551,80,,,,"Antonio Fazio, filza 2, series II, nr. 152",1429-12-05,1429,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,43920a23-979f-4489-80aa-724dde38f713,
Giacomo de Leone,male,mercantes,artefices,,,1404–1429,e30f7523-8eef-4347-b2b3-017f32f1554d,26964,Lucia,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,10,1421–1431,27817771-0a30-410f-b120-0123a3c9c726,35242,Bartolomeo de Sancto Miniato,male,artefices,seatarius,San Miniato,1404–1429,a5f9de58-48f6-4d4c-8bd6-97ed74591f6a,26646,100,,,,"Antonio Fazio, filza 2, series II, nr. 71",1429,1429,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,8226d54f-5815-4afd-936a-514ab498bf96,
Bastiano de Gavio,male,artefices,mercantes,notarius,Gavi,1405–1430,400f5189-6b0a-4477-a302-d85e1cafe6e6,26667,an unnamed Abkhazan boy,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,2,1428–1430,3c24deee-afa7-4d0d-93c9-dbe733e51708,35838,Antonio Maineri,male,mercantes,notarius,,1405–1430,e4533f4c-162f-4293-a617-251e83b4919d,30004,,,,,"Branca Bagnara, register 4, 1429–1431, fols. 85v–86v",1430-05-02,1430,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,7bef90d5-73b9-48a9-a836-4fc54c0d91c1,36333
Pietro Carena,male,nobiles,mercantes,,,1405–1430,4c5a6f97-b9c2-4820-94fa-2a8c92642841,27384,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,23,1407–1430,4a3e6a88-0313-46ec-9881-f70758c1e1c2,35536,Antonio Maineri,male,mercantes,notarius,,1405–1430,e4533f4c-162f-4293-a617-251e83b4919d,30004,,,,,"Branca Bagnara, register 4, 1429–1431, fols. 85v–86v",1430-05-02,1430,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,7bef90d5-73b9-48a9-a836-4fc54c0d91c1,36333
Ambrogio Casanova,male,artefices,nobiles,,,1405–1430,1434a87d-daf9-4dd4-a6e5-6278a7ea67e3,26492,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,18,1412–1430,46a16b79-3fb3-45cc-9fb6-60648d385878,35428,Ideto Lercari,male,nobiles,,,1405–1430,94e676a4-885c-47fb-9467-76cdba402cf7,30587,150,,,,"Branca Bagnara, register 4, 1429–1431, fols. 94r *",1430-09-25,1430,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,a434589a-76a2-4ece-aa4e-90783cad21f5,36335
Bernardo de Ferraris,male,artefices,artefices,notarius,,1405–1430,0988216d-3a49-4497-8ccc-285baa44b591,26738,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd73,26258,female,13,1417–1430,895a1528-223b-42fb-8a5a-672dc9141c1d,34936,Antonio de Guirardis,male,artefices,faber,,1405–1430,1a5dbe36-3a28-479d-837b-2bf743a7134e,29989,125,,,,"Branca Bagnara, register 4, 1429–1431, fols. 97v–98r",1430-11-09,1430,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,415ee892-efc9-4c61-bf1f-99db6cdb8db0,
Ambrogio Casanova,male,artefices,nobiles,,,1405–1430,1434a87d-daf9-4dd4-a6e5-6278a7ea67e3,26492,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,18,1412–1430,33377a51-4fda-4cc8-8fcc-79886f39f0e8,35427,Ideto Lercari,male,nobiles,,,1405–1430,94e676a4-885c-47fb-9467-76cdba402cf7,30587,150,,,,"Branca Bagnara, register 4, 1429–1431, fols. 104v–105r",1430-12-11,1430,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,bb422427-8e85-46b6-a4e0-88cd534795c0,
Benedetto Marino,male,nobiles,mercantes,,,1405–1430,393868be-1a13-482d-885b-10dce821f324,26732,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52201,31354,female,13,1417–1430,01021402-bec6-4955-bb64-814ec8f25ef0,35590,Oberto Boccanegra,male,mercantes,,,1405–1430,9178647c-2b55-4b7d-9b38-4af86a9c7ffd,30774,110,,,,"Antonio Fazio, filza 2, series II, nr. 209",1430,1430,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,9b68cb20-7601-4d5b-bf2a-eb98a3489169,
Barnaba Gambone,male,mercantes,artefices,,,1405–1430,b9adfd05-7a4d-4a37-b05f-871f995d91d2,26629,Margherita,Mingrelian,ae0730fa-f010-46b4-b941-3d87217205e9,31554,female,14,1418–1432,9526a9cf-828b-4e9d-a9b1-b471d719a1a7,35456,Bresano de Crovaria,male,artefices,,Corvara,1405–1430,70f2ae09-7bad-4cc8-b4f0-e89672b9f2e1,30196,113.19,,,113 l. 3 s. 10 d.,"Antonio Fazio, filza 2, series II, nr. 258",1430,1430,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,ff46147d-68a2-4ee1-9579-f02da06ce994,
Paolo Medico,male,artefices,nobiles,notarius,,1405–1430,925692ea-b596-47e0-9be1-87a46d109bd2,27354,Venturino,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,15,1415–1430,56a62dd8-de6b-47d3-8a41-677af71c5b75,35822,Barnaba Vivaldi,male,nobiles,,,1405–1430,60222185-69e3-4795-94fc-c11a209227ff,30038,125,,,,"Antonio Fazio, filza 2, series II, nr. 254",1430,1430,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,fd3045de-7c55-401d-8088-9c19b8e2933a,
